debito;credito;data;grupo;subgrupo;valor
;;24/06/2025;Custos;Insumos de produção/Estoque ;-154,96
;;24/06/2025;Custos;Insumos de produção/Estoque ;-159,63
;;23/06/2025;Custos;Insumos de produção/Estoque ;-192,18
;;23/06/2025;Custos;Insumos de produção/Estoque ;-551,84
;;23/06/2025;Custos;Vale transporte ;-554,4
;;23/06/2025;Despesas Administrativas;Correios ;-1143,65
;;23/06/2025;Despesas Administrativas;Vale-transporte ;-554,4
;;23/06/2025;Despesas Administrativas;Vale-transporte ;-796,4
;;23/06/2025;Custos;Vale transporte ;-360
;;23/06/2025;Custos;Vale transporte ;-300
;;23/06/2025;Custos;Vale transporte ;-378,4
;;23/06/2025;Custos;Vale transporte ;-893,2
;;23/06/2025;Custos;Vale transporte ;-206,8
;;23/06/2025;Custos;Vale transporte ;-600
;;23/06/2025;Custos;Vale transporte ;-347,6
;;23/06/2025;Despesas Comerciais;Comercial/Marketing;-801,07
;;23/06/2025;Custos;Vale transporte ;-220
;;23/06/2025;Despesas Administrativas;Vale-transporte ;-426,8
;;23/06/2025;Despesas Administrativas;Vale-transporte ;-426,8
;;23/06/2025;Despesas Administrativas;Vale-transporte ;-554,4
;;23/06/2025;Despesas Administrativas;Telefonia e internet ;-119,65
;;20/06/2025;Despesas Administrativas;Telefonia e internet ;-13
;;20/06/2025;Despesas Administrativas;FGTS ;-492,64
;;20/06/2025;Custos;Insumos de produção/Estoque ;-64
;;20/06/2025;Custos;Serviços de Terceiros ;-2992,8
;;20/06/2025;Despesas Administrativas;Encargos de folha ;-130,23
;;20/06/2025;Despesas Administrativas;Encargos de folha ;-136
;;20/06/2025;Despesas Administrativas;Encargos de folha ;-136
;;20/06/2025;Despesas Administrativas;Encargos de folha ;-65,23
;;20/06/2025;Bens Imobilizados da Empresa;Máquinas, equipamentos e instalações industriais ;-5250
;;20/06/2025;Custos;Insumos de produção/Estoque ;-631,15
;;20/06/2025;Despesas Financeiras;Tarifas de cartões de crédito ;-25
;;20/06/2025;Custos;Encargos de folha ;-143,28
;;20/06/2025;Despesas Administrativas;Encargos de folha ;-154,83
;;20/06/2025;Despesas Administrativas;Encargos de folha ;-113,85
;;20/06/2025;Custos;Encargos de folha ;-147,6
;;20/06/2025;Despesas Administrativas;Encargos de folha ;-157,87
;;20/06/2025;Despesas Administrativas;Encargos de folha ;-121,44
;;20/06/2025;Custos;Encargos de folha ;-139,23
;;20/06/2025;Custos;Encargos de folha ;-143,28
;;20/06/2025;Custos;Encargos de folha ;-144
;;20/06/2025;Custos;Encargos de folha ;-147,6
;;20/06/2025;Custos;Encargos de folha ;-220
;;20/06/2025;Despesas Administrativas;Encargos de folha ;-220
;;20/06/2025;Custos;Encargos de folha ;-127,16
;;20/06/2025;Despesas Administrativas;Encargos de folha ;-154,83
;;20/06/2025;Custos;Encargos de folha ;-127,16
;;20/06/2025;Custos;Encargos de folha ;-152,73
;;20/06/2025;Despesas Administrativas;Encargos de folha ;-143,28
;;20/06/2025;Despesas Administrativas;Encargos de folha ;-143,28
;;20/06/2025;Custos;Encargos de folha ;-127,16
;;20/06/2025;Despesas Administrativas;Encargos de folha ;-143,28
;;20/06/2025;Despesas Administrativas;Encargos de folha ;-152,73
;;20/06/2025;Custos;Encargos de folha ;-127,16
;;20/06/2025;Custos;Encargos de folha ;-127,16
;;20/06/2025;Custos;Encargos de folha ;-133,27
;;20/06/2025;Despesas Administrativas;Encargos de folha ;-157,87
;;20/06/2025;Custos;Encargos de folha ;-133,27
;;20/06/2025;Custos;Encargos de folha ;-156
;;20/06/2025;Despesas Administrativas;Encargos de folha ;-147,6
;;20/06/2025;Despesas Administrativas;Encargos de folha ;-147,6
;;20/06/2025;Custos;Encargos de folha ;-133,27
;;20/06/2025;Despesas Administrativas;Encargos de folha ;-156
;;20/06/2025;Custos;Encargos de folha ;-133,27
;;20/06/2025;Custos;Encargos de folha ;-133,27
;;20/06/2025;Impostos sobre Vendas e sobre Serviços;Simples Nacional - DAS ;-25527,51
;;18/06/2025;Despesas Financeiras;Tarifas bancárias ;-4,24
;;18/06/2025;Custos;Insumos de produção/Estoque ;-554,3
;;17/06/2025;Outras Despesas;Impostos de terceiros ;-94,27
;;17/06/2025;Despesas Administrativas;Plano de saúde colaboradores ;-417,82
;;17/06/2025;Despesas Administrativas;Plano de saúde colaboradores ;-746,55
;;17/06/2025;Custos;Plano de saúde colaboradores ;-1046,58
;;17/06/2025;Custos;Plano de saúde colaboradores ;-632,8
;;17/06/2025;Despesas Administrativas;Plano de saúde colaboradores ;-417,82
;;17/06/2025;Despesas Administrativas;Plano de saúde colaboradores ;-699,47
;;17/06/2025;Custos;Insumos de produção/Estoque ;-1193,49
;;17/06/2025;Despesas Administrativas;Telefonia e internet ;-314,92
;;17/06/2025;Bens Imobilizados da Empresa;Imobilizado ;-1670
;;16/06/2025;Custos;Insumos de produção/Estoque ;-260,65
;;16/06/2025;Custos;Software/Licença de uso ;-700
;;16/06/2025;Despesas Administrativas;Causas Trabalhistas ;-500
;;16/06/2025;Custos;Insumos de produção/Estoque ;-313,75
;;16/06/2025;Despesas Administrativas;Serviços de terceiros ;-600
;;16/06/2025;Despesas Administrativas;Telefonia e internet ;-353,97
;;16/06/2025;Despesas Administrativas;Energia elétrica ;-2131,49
;;16/06/2025;Custos;Insumos de produção/Estoque ;-360,84
;;13/06/2025;Despesas Administrativas;FGTS ;-1377,84
;;13/06/2025;Despesas com Salários e Encargos;Rescisões ;-3987,26
;;13/06/2025;Custos;Insumos de produção/Estoque ;-80,4
;;13/06/2025;Custos;Insumos de produção/Estoque ;-553,45
;;12/06/2025;Outras Despesas;Devolução de vendas ;-1129,97
;;12/06/2025;Custos;Insumos de produção/Estoque ;-460,82
;;12/06/2025;Custos;Insumos de produção/Estoque ;-377,48
;;12/06/2025;Custos;Insumos de produção/Estoque ;-619,55
;;11/06/2025;Custos;Outros Custos ;-2430
;;11/06/2025;Custos;Insumos de produção/Estoque ;-933,96
;;10/06/2025;Custos;Insumos de produção/Estoque ;-770
;;10/06/2025;Despesas Administrativas;Assistência Médica Social ;-15,9
;;10/06/2025;Despesas Administrativas;Assistência Médica Social ;-15,9
;;10/06/2025;Custos;Assistência Médica Social ;-15,9
;;10/06/2025;Custos;Assistência Médica Social ;-15,9
;;10/06/2025;Despesas Administrativas;Assistência Médica Social ;-15,9
;;10/06/2025;Despesas Administrativas;Assistência Médica Social ;-15,9
;;10/06/2025;Custos;Assistência Médica Social ;-15,9
;;10/06/2025;Despesas Administrativas;Assistência Médica Social ;-15,9
;;10/06/2025;Custos;Assistência Médica Social ;-15,9
;;10/06/2025;Custos;Assistência Médica Social ;-15,9
;;10/06/2025;Despesas Administrativas;Assistência Médica Social ;-15,9
;;10/06/2025;Despesas Administrativas;Assistência Médica Social ;-15,9
;;10/06/2025;Despesas Administrativas;Assistência Médica Social ;-15,9
;;10/06/2025;Custos;Assistência Médica Social ;-15,9
;;10/06/2025;Custos;Assistência Médica Social ;-15,9
;;10/06/2025;Despesas Administrativas;Assistência Médica Social ;-15,9
;;10/06/2025;Despesas Administrativas;Assistência Médica Social ;-15,9
;;10/06/2025;Custos;Assistência Médica Social ;-15,9
;;10/06/2025;Despesas Administrativas;Assistência Médica Social ;-15,9
;;10/06/2025;Custos;Assistência Médica Social ;-15,9
;;10/06/2025;Bens Imobilizados da Empresa;Imobilizado ;-6889,71
;;10/06/2025;Bens Imobilizados da Empresa;Imobilizado ;-5549,93
;;09/06/2025;Custos;Insumos de produção/Estoque ;-399,87
;;06/06/2025;Custos;Insumos de produção/Estoque ;-233,99
;;05/06/2025;Despesas Administrativas;Aluguel de imóvel ;-6166,28
;;05/06/2025;Custos;Aluguel de imóvel ;-4110,86
;;05/06/2025;Despesas Administrativas;Aluguel de imóvel ;-4551,38
;;05/06/2025;Custos;Aluguel de imóvel ;-3034,25
;;05/06/2025;Despesas Administrativas;Serviços de terceiros ;-3800
;;05/06/2025;Custos;Insumos de produção/Estoque ;-71,6
;;05/06/2025;Despesas Administrativas;Serviços de terceiros ;-2500
;;05/06/2025;Despesas com Salários e Encargos;Pensão alimentícia ;-241,36
;;05/06/2025;Despesas com Salários e Encargos;Salários ;-1765
;;05/06/2025;Despesas com Salários e Encargos;Salários ;-1700
;;05/06/2025;Despesas Administrativas;Telefonia e internet ;-238,02
;;05/06/2025;Custos;Salários - Produção ;-1665,93
;;05/06/2025;Despesas Administrativas;Energia elétrica ;-1984,48
;;05/06/2025;Despesas com Salários e Encargos;Salários ;-1518
;;05/06/2025;Despesas com Salários e Encargos;Salários ;-2666,73
;;05/06/2025;Despesas Administrativas;Seguro de vida ;-290,53
;;05/06/2025;Despesas Administrativas;Pró-labore ;-1780
;;05/06/2025;Custos;Pró-labore ;-1780
;;04/06/2025;Custos;Salários - Produção ;-392
;;04/06/2025;Despesas com Salários e Encargos;Salários ;-2265,37
;;04/06/2025;Despesas Financeiras;Tarifas bancárias ;-4,24
;;04/06/2025;Impostos sobre Vendas e sobre Serviços;ISS sobre faturamento ;-7857,9
;;04/06/2025;Custos;Insumos de produção/Estoque ;-627,97
;;04/06/2025;Despesas com Salários e Encargos;Salários ;-35
;;04/06/2025;Custos;Insumos de produção/Estoque ;-598,67
;;04/06/2025;Custos;Salários - Produção ;-13124,07
;;04/06/2025;Custos;Salários - Produção ;-11964,07
;;04/06/2025;Custos;Salários - Produção ;-1429,07
;;04/06/2025;Custos;Salários - Produção ;-9289,07
;;04/06/2025;Custos;Salários - Produção ;-2845
;;04/06/2025;Custos;Salários - Produção ;-1665,93
;;04/06/2025;Custos;Salários - Produção ;-1800
;;04/06/2025;Despesas com Salários e Encargos;Salários ;-1576,72
;;04/06/2025;Despesas com Salários e Encargos;Salários ;-1701,72
;;04/06/2025;Custos;Salários - Produção ;-1665,93
;;04/06/2025;Despesas com Salários e Encargos;Salários ;-1701,72
;;04/06/2025;Despesas com Salários e Encargos;Salários ;-1950
;;04/06/2025;Despesas com Salários e Encargos;Salários ;-500
;;04/06/2025;Custos;Salários - Produção ;-338,28
;;04/06/2025;Custos;Salários - Produção ;-155
;;04/06/2025;Despesas Administrativas;Vale-transporte ;-945
;;04/06/2025;Despesas Administrativas;Vale-alimentação ;-378
;;04/06/2025;Despesas Administrativas;Vale-transporte ;-962
;;04/06/2025;Despesas Administrativas;Vale-alimentação ;-360
;;04/06/2025;Custos;Salários - Produção ;-1701,72
;;04/06/2025;Custos;Salários - Produção ;-1595
;;04/06/2025;Custos;Salários - Produção ;-1800
;;04/06/2025;Custos;Salários - Produção ;-1665,93
;;04/06/2025;Custos;Salários - Produção ;-1665,93
;;03/06/2025;Custos;Instrumentos de produção ;-347,97
;;03/06/2025;Custos;Insumos de produção/Estoque ;-138
;;03/06/2025;Custos;Insumos de produção/Estoque ;-535,32
;;03/06/2025;Custos;Insumos de produção/Estoque ;-603,92
;;03/06/2025;Despesas Administrativas;Serviços de terceiros ;-2500
;;02/06/2025;Despesas Administrativas;Seguro de vida ;-195,48
;;02/06/2025;Custos;Insumos de produção/Estoque ;-169,36
;;02/06/2025;Custos;Insumos de produção/Estoque ;-793,07
;;02/06/2025;Custos;Insumos de produção/Estoque ;-366,14
;;01/07/2025;Despesas administrativas;Serviços de terceiros;-2500
;;01/07/2025;Receitas ;Vendas de próteses;1918,2
;;01/07/2025;Receitas ;Vendas de próteses;6559,76
;;01/07/2025;Receitas ;Vendas de próteses;18531,25
;;01/07/2025;Receitas ;Vendas de próteses;5718,6
;;01/07/2025;Receitas ;Vendas de próteses;5718,6
;;01/07/2025;Receitas ;Vendas de próteses;5718,6
;;01/07/2025;Receitas ;Vendas de próteses;4500
;;01/07/2025;Receitas ;Vendas de próteses;2000
;;02/07/2025;-;-;1993,22
;;02/07/2025;Custos;Matéria-prima;-138
;;02/07/2025;Receitas ;Vendas de próteses;700,43
;;02/07/2025;Receitas ;Vendas de próteses;700,44
;;02/07/2025;Receitas ;Vendas de próteses;703,85
;;02/07/2025;Receitas ;Vendas de próteses;703,87
;;02/07/2025;Receitas ;Vendas de próteses;703,87
;;02/07/2025;Receitas ;Vendas de próteses;1249
;;02/07/2025;Receitas ;Vendas de próteses;3400
;;02/07/2025;Receitas ;Vendas de próteses;2840,1
;;02/07/2025;Custos;Salários e ordenados;-350
;;02/07/2025;Receitas ;Vendas de próteses;1529
;;03/07/2025;-;-;865,15
;;03/07/2025;Custos;Salários e ordenados;-1538,77
;;03/07/2025;Custos;Salários e ordenados;-1538,77
;;03/07/2025;Custos;Salários e ordenados;-1660,77
;;03/07/2025;Custos;Salários e ordenados;-1701,72
;;03/07/2025;Despesas administrativas;Salários e ordenados;-152,73
;;03/07/2025;Custos;Salários e ordenados;-338,28
;;03/07/2025;Custos;Matéria-prima;-603,92
;;03/07/2025;Despesas administrativas;Salários e ordenados;-500
;;03/07/2025;Despesas administrativas;Salários e ordenados;-1797,27
;;03/07/2025;Custos;Salários e ordenados;-1538,77
;;03/07/2025;Despesas administrativas;Salários e ordenados;-1766,72
;;03/07/2025;Despesas administrativas;Salários e ordenados;-1701,72
;;03/07/2025;Despesas administrativas;Salários e ordenados;-1576,72
;;03/07/2025;Custos;Salários e ordenados;-1797,27
;;03/07/2025;Custos;Salários e ordenados;-1538,77
;;03/07/2025;Despesas comerciais;Salários e ordenados;-2110,54
;;03/07/2025;Custos;Salários e ordenados;-5017,16
;;03/07/2025;Custos;Salários e ordenados;-11136,23
;;03/07/2025;Custos;Salários e ordenados;-1740,23
;;03/07/2025;Custos;Salários e ordenados;-12981,23
;;03/07/2025;Custos;Salários e ordenados;-9871,23
;;03/07/2025;Custos;Matéria-prima;-535,32
;;03/07/2025;Despesas administrativas;Salários e ordenados;-165,23
;;03/07/2025;Impostos sobre as vendas;ISS;-7672,75
;;03/07/2025;Custos;Salários e ordenados;-1524
;;03/07/2025;Receitas ;Vendas de próteses;770,61
;;03/07/2025;Receitas ;Vendas de próteses;770,61
;;03/07/2025;Receitas ;Vendas de próteses;770,61
;;03/07/2025;Receitas ;Vendas de próteses;770,61
;;03/07/2025;Receitas ;Vendas de próteses;770,61
;;03/07/2025;Receitas ;Vendas de próteses;141,49
;;03/07/2025;Receitas ;Vendas de próteses;141,54
;;03/07/2025;Receitas ;Vendas de próteses;141,54
;;03/07/2025;Receitas ;Vendas de próteses;141,54
;;03/07/2025;Receitas ;Vendas de próteses;141,54
;;03/07/2025;Receitas ;Vendas de próteses;141,54
;;03/07/2025;Receitas ;Vendas de próteses;141,54
;;03/07/2025;Receitas ;Vendas de próteses;141,54
;;03/07/2025;Receitas ;Vendas de próteses;141,54
;;03/07/2025;Receitas ;Vendas de próteses;141,54
;;03/07/2025;Receitas ;Vendas de próteses;1100
;;03/07/2025;Receitas ;Vendas de próteses;1108
;;03/07/2025;Receitas ;Vendas de próteses;5,21
;;03/07/2025;Despesas administrativas;Salários e ordenados;-113,85
;;03/07/2025;Despesas administrativas;Salários e ordenados;-606,27
;;03/07/2025;Despesas administrativas;Salários e ordenados;-130,23
;;03/07/2025;Despesas administrativas;Salários e ordenados;-1029,71
;;03/07/2025;Custos;Salários e ordenados;-139,23
;;03/07/2025;Custos;Salários e ordenados;-1397,27
;;04/07/2025;-;-;2412,07
;;04/07/2025;Despesas administrativas;Pró-labores;-1780
;;04/07/2025;Atividades de financiamentos;Antecipação de lucros ou dividendos;-28220
;;04/07/2025;Despesas comerciais;Salários e ordenados;-2511,9
;;04/07/2025;Despesas comerciais;Auxílio-alimentação e refeição;-1100,63
;;04/07/2025;Despesas comerciais;Auxílio-transporte e combustível;-496
;;04/07/2025;Despesas comerciais;Auxílio-alimentação e refeição;-455
;;04/07/2025;Despesas comerciais;Auxílio-transporte e combustível;-1022,83
;;04/07/2025;Despesas administrativas;Salários e ordenados;-1469,15
;;04/07/2025;Custos;Salários e ordenados;-1538,77
;;04/07/2025;Despesas administrativas;Salários e ordenados;-1569,77
;;04/07/2025;Despesas administrativas;Salários e ordenados;-1634,77
;;04/07/2025;Despesas comerciais;Pensão alimentícia;-241,36
;;04/07/2025;Custos;Matéria-prima;-598,67
;;04/07/2025;Despesas administrativas;Salários e ordenados;-1054,5
;;04/07/2025;Custos;Salários e ordenados;-263,5
;;04/07/2025;Despesas administrativas;Salários e ordenados;-374,44
;;04/07/2025;Custos;Salários e ordenados;-5000
;;04/07/2025;Receitas ;Vendas de próteses;11200
;;04/07/2025;Receitas/despesas financeiras;Rendimentos sobre aplicações financeiras;0,5
;;04/07/2025;Receitas ;Vendas de próteses;527,69
;;04/07/2025;Receitas ;Vendas de próteses;4614
;;08/07/2025;-;-;1687
;;08/07/2025;Despesas administrativas;Seguros;-290,53
;;08/07/2025;Custos;Matéria-prima;-399,87
;;08/07/2025;Despesas administrativas;Energia elétrica;-2448,2
;;08/07/2025;Despesas administrativas;Telefonia e internet;-238,02
;;08/07/2025;Custos;Aluguel de imóvel;-3032,88
;;08/07/2025;Despesas administrativas;Aluguel de imóvel;-4549,31
;;08/07/2025;Custos;Aluguel de imóvel;-3991,45
;;08/07/2025;Despesas administrativas;Aluguel de imóvel;-5987,18
;;08/07/2025;Custos;Matéria-prima;-110
;;08/07/2025;Custos;Matéria-prima;-104
;;08/07/2025;Receitas ;Vendas de próteses;4171,24
;;08/07/2025;Receitas/despesas financeiras;Tarifas bancárias;-4,24
;;08/07/2025;Receitas ;Vendas de próteses;2653,5
;;08/07/2025;Receitas ;Vendas de próteses;31,73
;;08/07/2025;Receitas ;Vendas de próteses;548,19
;;08/07/2025;Receitas ;Vendas de próteses;548,19
;;08/07/2025;Receitas ;Vendas de próteses;548,19
;;08/07/2025;Receitas ;Vendas de próteses;548,19
;;08/07/2025;Receitas ;Vendas de próteses;548,19
;;08/07/2025;Receitas ;Vendas de próteses;548,19
;;08/07/2025;Receitas ;Vendas de próteses;548,19
;;08/07/2025;Receitas ;Vendas de próteses;548,19
;;08/07/2025;Receitas ;Vendas de próteses;548,19
;;08/07/2025;Receitas ;Vendas de próteses;548,19
;;08/07/2025;Receitas ;Vendas de próteses;6239
;;08/07/2025;Receitas ;Vendas de próteses;1359,65
;;08/07/2025;Receitas ;Vendas de próteses;1359,67
;;08/07/2025;Receitas ;Vendas de próteses;1359,67
;;08/07/2025;Receitas ;Vendas de próteses;1359,67
;;08/07/2025;Receitas ;Vendas de próteses;1359,67
;;08/07/2025;Receitas ;Vendas de próteses;1359,67
;;08/07/2025;Custos;Salários e ordenados;-130
;;08/07/2025;Custos;Salários e ordenados;-123
;;08/07/2025;Despesas administrativas;Salários e ordenados;-130
;;08/07/2025;Despesas administrativas;Salários e ordenados;-123
;;09/07/2025;Custos;Matéria-prima;-117,2
;;09/07/2025;Custos;Matéria-prima;-258,9
;;09/07/2025;Receitas ;Vendas de próteses;2900
;;09/07/2025;Custos;Salários e ordenados;-70
;;09/07/2025;Despesas administrativas;Salários e ordenados;-158,35
;;10/07/2025;Atividades de investimentos;Aquisição de imobilizado;-5549,93
;;10/07/2025;Atividades de investimentos;Aquisição de imobilizado;-6889,71
;;10/07/2025;Custos;Assistência médica e social;-15,9
;;10/07/2025;Despesas administrativas;Assistência médica e social;-15,9
;;10/07/2025;Custos;Assistência médica e social;-15,9
;;10/07/2025;Despesas administrativas;Assistência médica e social;-15,9
;;10/07/2025;Custos;Assistência médica e social;-15,9
;;10/07/2025;Custos;Assistência médica e social;-15,9
;;10/07/2025;Despesas administrativas;Assistência médica e social;-15,9
;;10/07/2025;Despesas administrativas;Assistência médica e social;-15,9
;;10/07/2025;Despesas administrativas;Assistência médica e social;-15,9
;;10/07/2025;Custos;Assistência médica e social;-15,9
;;10/07/2025;Custos;Assistência médica e social;-15,9
;;10/07/2025;Despesas comerciais;Assistência médica e social;-15,9
;;10/07/2025;Despesas administrativas;Assistência médica e social;-15,9
;;10/07/2025;Despesas comerciais;Assistência médica e social;-15,9
;;10/07/2025;Custos;Assistência médica e social;-15,9
;;10/07/2025;Custos;Assistência médica e social;-15,9
;;10/07/2025;Despesas administrativas;Assistência médica e social;-15,9
;;10/07/2025;Despesas administrativas;Assistência médica e social;-15,9
;;10/07/2025;Custos;Matéria-prima;-770
;;10/07/2025;Receitas ;Vendas de próteses;2155,37
;;10/07/2025;Receitas ;Vendas de próteses;2155,39
;;10/07/2025;Receitas ;Vendas de próteses;2155,39
;;10/07/2025;Receitas ;Vendas de próteses;2155,39
;;10/07/2025;Receitas ;Vendas de próteses;2155,39
;;10/07/2025;Receitas ;Vendas de próteses;2155,39
;;10/07/2025;Custos;Salários e ordenados;-1200
;;10/07/2025;Custos;Salários e ordenados;-350
;;10/07/2025;Receitas ;Vendas de próteses;4674
;;10/07/2025;Receitas ;Vendas de próteses;4674
;;10/07/2025;Receitas ;Vendas de próteses;4674
;;10/07/2025;Receitas ;Vendas de próteses;4674
;;10/07/2025;Receitas ;Vendas de próteses;4674
;;10/07/2025;Receitas ;Vendas de próteses;4674
;;10/07/2025;Receitas ;Vendas de próteses;3075,95
;;10/07/2025;Receitas ;Vendas de próteses;3075,95
;;10/07/2025;Receitas ;Vendas de próteses;3075,95
;;10/07/2025;Receitas ;Vendas de próteses;3075,95
;;10/07/2025;Receitas ;Vendas de próteses;3075,95
;;10/07/2025;Receitas ;Vendas de próteses;3075,98
;;10/07/2025;Receitas ;Vendas de próteses;736,6
;;10/07/2025;Receitas ;Vendas de próteses;736,6
;;10/07/2025;Receitas ;Vendas de próteses;736,6
;;10/07/2025;Receitas ;Vendas de próteses;1596,95
;;10/07/2025;Custos;Matéria-prima;-305,71
;;10/07/2025;Despesas administrativas;Assistência médica e social;-15,9
;;10/07/2025;Despesas administrativas;Assistência médica e social;-15,9
;;11/07/2025;-;-;624,5
;;11/07/2025;Custos;Matéria-prima;-933,96
;;11/07/2025;Custos;Outros custos;-2430
;;11/07/2025;Custos;Matéria-prima;-242
;;11/07/2025;Receitas ;Vendas de próteses;554
;;11/07/2025;Receitas/despesas financeiras;Rendimentos sobre aplicações financeiras;0,08
;;11/07/2025;Outras receitas/despesas;Taxas diversas;-25
;;14/07/2025;Custos;Matéria-prima;-360,84
;;14/07/2025;Custos;Matéria-prima;-377,48
;;14/07/2025;Custos;Matéria-prima;-460,82
;;14/07/2025;Custos;Matéria-prima;-627,97
;;14/07/2025;Custos;Matéria-prima;-461,07
;;14/07/2025;Receitas ;Vendas de próteses;568,68
;;14/07/2025;Receitas ;Vendas de próteses;568,68
;;14/07/2025;Receitas ;Vendas de próteses;568,68
;;14/07/2025;Receitas ;Vendas de próteses;568,68
;;14/07/2025;Receitas ;Vendas de próteses;568,68
;;14/07/2025;Receitas ;Vendas de próteses;560
;;14/07/2025;Receitas ;Vendas de próteses;1100
;;14/07/2025;Custos;Salários e ordenados;-350
;;14/07/2025;Custos;Salários e ordenados;-158,35
;;15/07/2025;-;-;1899,6
;;15/07/2025;Despesas administrativas;Telefonia e internet;-368,7
;;15/07/2025;Despesas administrativas;Serviços de terceiros;-600
;;15/07/2025;Despesas administrativas;Causas Trabalhistas;-500
;;15/07/2025;Custos;Aluguel de software;-700
;;15/07/2025;Receitas ;Vendas de próteses;1528,94
;;15/07/2025;Receitas ;Vendas de próteses;1528,94
;;15/07/2025;Receitas ;Vendas de próteses;1528,94
;;15/07/2025;Receitas ;Vendas de próteses;1528,94
;;15/07/2025;Receitas ;Vendas de próteses;1528,94
;;15/07/2025;Receitas ;Vendas de próteses;1528,96
;;15/07/2025;-;-;-25
;;15/07/2025;Custos;Premiações;-1200
;;16/07/2025;Custos;Matéria-prima;-313,75
;;16/07/2025;Receitas ;Vendas de próteses;716,41
;;16/07/2025;Receitas ;Vendas de próteses;716,41
;;16/07/2025;Receitas ;Vendas de próteses;716,42
;;16/07/2025;Receitas ;Vendas de próteses;1100
;;17/07/2025;Atividades de investimentos;Aquisição de imobilizado;-1670
;;17/07/2025;Despesas administrativas;Telefonia e internet;-314,92
;;17/07/2025;Custos;Matéria-prima;-1193,49
;;17/07/2025;Despesas administrativas;Energia elétrica;-1626,23
;;17/07/2025;Despesas administrativas;Planos de saúde e odontológico;-699,47
;;17/07/2025;Despesas administrativas;Planos de saúde e odontológico;-417,82
;;17/07/2025;Custos;Planos de saúde e odontológico;-699,47
;;17/07/2025;Custos;Planos de saúde e odontológico;-1046,58
;;17/07/2025;Despesas administrativas;Planos de saúde e odontológico;-746,55
;;17/07/2025;Despesas administrativas;Planos de saúde e odontológico;-417,82
;;17/07/2025;Outras receitas/despesas;Taxas diversas;-95,86
;;17/07/2025;Receitas ;Vendas de próteses;884,97
;;17/07/2025;Receitas ;Vendas de próteses;884,97
;;17/07/2025;Receitas ;Vendas de próteses;884,97
;;17/07/2025;Receitas ;Vendas de próteses;884,99
;;17/07/2025;Receitas ;Vendas de próteses;1020,27
;;17/07/2025;Receitas ;Vendas de próteses;1020,28
;;17/07/2025;Receitas ;Vendas de próteses;1020,28
